lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX
104618.085229333,-112.3046875,-484.375,71.77734375,-59.5703125,0.0
104618.089135583,105.95703125,-238.28125,93.26171875,3.41796875,0.0
104618.093041833,177.734375,-430.6640625,45.41015625,32.2265625,0.0
104618.096948083,13.18359375,-555.6640625,52.734375,-35.64453125,0.0
104618.100854333,-164.0625,-610.3515625,71.2890625,-51.26953125,0.0
104618.104760583,-14.16015625,-679.6875,61.5234375,9.27734375,0.0
104618.108666833,101.07421875,-840.33203125,-13.671875,31.73828125,0.0
104618.112573083,19.04296875,-900.390625,-35.15625,-20.5078125,0.0
104618.116479333,-128.90625,-731.4453125,103.515625,-49.8046875,0.0
104618.120385583,-44.43359375,-504.8828125,145.5078125,-15.13671875,0.0
104618.124291833,98.14453125,-522.94921875,111.328125,31.73828125,0.0
104618.128198083,63.96484375,-522.94921875,111.81640625,-1.953125,0.0
104618.132486291,-104.4921875,-522.94921875,82.03125,-58.10546875,0.0
104618.136392541,-96.6796875,-620.60546875,52.734375,-24.4140625,0.0
104618.140298791,57.12890625,-559.08203125,69.82421875,26.3671875,0.0
104618.144205041,48.828125,-500.48828125,90.33203125,8.7890625,0.0
104618.148111291,-79.1015625,-758.30078125,19.53125,-50.29296875,0.0
104618.152017541,-126.953125,-988.76953125,-8.30078125,-52.734375,0.0
104618.155923791,19.53125,-950.68359375,-28.3203125,-1.46484375,0.0
104618.159830041,41.9921875,-769.04296875,53.7109375,13.671875,0.0
104618.163736291,-20.01953125,-432.6171875,163.0859375,-8.30078125,0.0
104618.167642541,-100.5859375,-667.48046875,62.01171875,0.48828125,0.0
104618.171548791,-11.71875,-701.171875,47.8515625,51.7578125,0.0
104618.175455041,62.01171875,-233.88671875,148.4375,8.7890625,0.0
104618.179006916,32.2265625,-370.1171875,92.7734375,-76.171875,0.0
104618.182913166,-108.3984375,-890.13671875,-39.55078125,-87.40234375,0.0
104618.186819416,-64.94140625,-639.6484375,33.203125,-53.7109375,0.0
104618.190725666,45.8984375,-234.86328125,130.37109375,-16.6015625,0.0
104618.194631916,29.296875,-332.03125,109.375,-30.76171875,0.0
104618.198538166,-83.0078125,-726.5625,-42.48046875,-44.921875,0.0
104618.202444416,-78.61328125,-910.64453125,-74.21875,-20.5078125,0.0
104618.206350666,40.0390625,-477.05078125,101.07421875,-4.8828125,0.0
104618.210256916,38.0859375,-245.1171875,142.578125,-28.80859375,0.0
104618.214163166,-21.97265625,-633.30078125,-10.7421875,-67.3828125,0.0
104618.218069416,-85.9375,-669.43359375,-12.20703125,-42.96875,0.0
104618.221975666,4.39453125,-129.39453125,144.53125,-4.39453125,0.0
104618.224651166,33.203125,-234.86328125,116.69921875,-14.6484375,0.0
104618.228557416,-4.8828125,-523.92578125,40.0390625,-53.22265625,0.0
104618.232463666,-100.09765625,-348.14453125,58.10546875,-80.078125,0.0
104618.236369916,-33.69140625,-39.0625,110.83984375,-49.31640625,0.0
104618.240276166,27.34375,-251.46484375,63.96484375,-22.94921875,0.0
104618.244182416,13.18359375,-675.29296875,-21.97265625,-52.24609375,0.0
104618.248088666,-80.078125,-697.75390625,-20.01953125,-76.66015625,0.0
104618.251994916,-57.12890625,-302.734375,67.87109375,-51.7578125,0.0
104618.255901166,28.3203125,-273.92578125,62.01171875,-26.3671875,0.0
104618.259807416,21.97265625,-809.5703125,-46.875,-48.828125,0.0
104618.263713666,-52.24609375,-440.91796875,38.0859375,-93.26171875,0.0
104618.267619916,-68.84765625,199.21875,141.11328125,-87.890625,0.0
104618.269857875,19.53125,-73.2421875,61.03515625,-50.78125,0.0
104618.273764125,10.25390625,-443.359375,19.04296875,-36.1328125,0.0
104618.277670375,-31.73828125,-101.5625,67.3828125,-67.87109375,0.0
104618.281576625,-65.91796875,181.15234375,67.87109375,-71.2890625,0.0
104618.285482875,27.34375,-32.71484375,16.11328125,-29.78515625,0.0
104618.289389125,25.390625,-627.9296875,-50.29296875,-24.90234375,0.0
104618.293295375,-8.7890625,-513.671875,-0.48828125,-58.59375,0.0
104618.297201625,-69.3359375,126.46484375,104.4921875,-77.1484375,0.0
104618.301107875,-6.8359375,-295.41015625,-19.04296875,-40.0390625,0.0
104618.305014125,40.52734375,-827.63671875,-94.7265625,10.7421875,0.0
104618.308920375,25.390625,-176.26953125,92.28515625,-33.69140625,0.0
104618.312826625,-32.71484375,67.3828125,77.1484375,-88.8671875,0.0
104618.315036833,0.9765625,-4.39453125,32.71484375,-55.6640625,0.0
104618.318943083,78.125,-6.34765625,72.265625,-9.765625,0.0
104618.322849333,57.12890625,-7.8125,89.35546875,-24.90234375,0.0
104618.326755583,-12.6953125,-16.11328125,43.45703125,-56.640625,0.0
104618.330661833,-41.015625,-68.84765625,31.73828125,-42.96875,0.0
104618.334568083,51.7578125,-194.82421875,38.57421875,-2.9296875,0.0
104618.338474333,38.57421875,-479.00390625,24.90234375,0.0,0.0
104618.342380583,-12.6953125,-399.4140625,35.15625,-44.921875,0.0
104618.346286833,-94.7265625,-594.23828125,-35.15625,-56.15234375,0.0
104618.350193083,-4.39453125,-238.76953125,68.84765625,-40.0390625,0.0
104618.354099333,38.0859375,228.02734375,187.5,-20.01953125,0.0
104618.358005583,1.46484375,-159.66796875,51.26953125,-21.484375,0.0
104618.362851625,-52.24609375,-267.578125,-10.25390625,-35.64453125,0.0
104618.366757875,-3.90625,345.21484375,122.55859375,-8.30078125,0.0
104618.370664125,20.5078125,115.72265625,81.0546875,8.7890625,0.0
104618.374570375,22.94921875,-436.5234375,-8.30078125,-9.765625,0.0
104618.378476625,-13.671875,-76.171875,49.8046875,-36.1328125,0.0
104618.382382875,-47.8515625,199.21875,81.0546875,-45.41015625,0.0
104618.386289125,9.765625,-11.23046875,60.05859375,-21.484375,0.0
104618.390195375,-7.32421875,-678.22265625,-40.0390625,-6.34765625,0.0
104618.394101625,-78.61328125,-636.23046875,-33.203125,-38.0859375,0.0
104618.398007875,-102.5390625,422.8515625,164.0625,-54.19921875,0.0
104618.401914125,9.27734375,584.47265625,154.78515625,-4.8828125,0.0
104618.405820375,14.6484375,-12.20703125,41.9921875,7.8125,0.0
104618.408259083,9.765625,87.40234375,50.29296875,-37.59765625,0.0
104618.412165333,-29.296875,585.44921875,106.4453125,-62.98828125,0.0
104618.416071583,34.1796875,547.8515625,70.3125,-48.828125,0.0
104618.419977833,26.85546875,100.5859375,13.671875,-19.53125,0.0
104618.423884083,-19.04296875,49.31640625,20.5078125,-35.15625,0.0
