lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
7351.9861912,-1083544.0,861453.0,2088803.0,1343741.0,5837.0,22179.0,823715.0,3356744.0,2554333.0,2070584.0,1152115.0,1775651.0,901069.0,562712.0,-1584467.0,2499720.0
7351.9862693,-1075928.0,872589.0,2102525.0,1358691.0,20947.0,37443.0,835000.0,3364226.0,2553368.0,2080216.0,1164440.0,1789043.0,914675.0,576312.0,-1573939.0,2507074.0
7351.9863134,-1072755.0,871139.0,2093992.0,1345827.0,4893.0,19091.0,816803.0,3346520.0,2562034.0,2080301.0,1157747.0,1779240.0,902221.0,560952.0,-1591853.0,2489058.0
7351.9863559,-1092019.0,850845.0,2083379.0,1341880.0,5955.0,23373.0,821272.0,3352008.0,2549224.0,2061736.0,1146595.0,1774168.0,901821.0,563587.0,-1586883.0,2495240.0
7351.9863923,-1084184.0,861096.0,2089192.0,1345011.0,7608.0,23704.0,821571.0,3353698.0,2553832.0,2071341.0,1152515.0,1777133.0,902787.0,563928.0,-1586381.0,2497010.0
7351.9864284,-1080349.0,867971.0,2099901.0,1357331.0,21075.0,37427.0,835651.0,3366296.0,2551421.0,2076360.0,1161480.0,1788291.0,914616.0,576637.0,-1572168.0,2508728.0
7351.9864649,-1070637.0,873139.0,2100173.0,1352760.0,11368.0,24099.0,818669.0,3347000.0,2562866.0,2082707.0,1163235.0,1785976.0,909101.0,566776.0,-1587869.0,2490621.0
7351.986509,-1088883.0,856200.0,2085981.0,1342360.0,5597.0,23075.0,822429.0,3353842.0,2556338.0,2066344.0,1149288.0,1775309.0,901789.0,563955.0,-1585629.0,2496626.0
7351.9865456,-1082317.0,862627.0,2091112.0,1346632.0,8936.0,24947.0,822989.0,3353048.0,2555261.0,2072349.0,1153485.0,1778691.0,904440.0,565256.0,-1584888.0,2496349.0
7351.9871649,-1085421.0,857037.0,2084557.0,1341405.0,6163.0,24584.0,824109.0,3354034.0,2560098.0,2068109.0,1147347.0,1773661.0,901955.0,565101.0,-1585491.0,2496610.0
7351.9872061,-1085688.0,857784.0,2089976.0,1346253.0,9624.0,26808.0,824669.0,3353981.0,2552429.0,2067592.0,1151923.0,1777976.0,904808.0,566643.0,-1583496.0,2498168.0
7351.9872677,-1081411.0,863928.0,2094339.0,1353123.0,18691.0,37539.0,837187.0,3368877.0,2556061.0,2073448.0,1156664.0,1783955.0,911491.0,575123.0,-1571992.0,2510445.0
7351.9873092,-1067315.0,877277.0,2104210.0,1358867.0,20461.0,35651.0,830973.0,3358936.0,2562978.0,2085912.0,1166776.0,1790141.0,915069.0,575928.0,-1576589.0,2502178.0
7351.9873498,-1081421.0,858984.0,2085117.0,1339741.0,2605.0,20616.0,820355.0,3352189.0,2564200.0,2070744.0,1149208.0,1773219.0,899944.0,562488.0,-1586675.0,2494466.0
7351.9887223,-1083768.0,862376.0,2089939.0,1346136.0,9923.0,26424.0,824307.0,3356338.0,2554610.0,2071891.0,1153507.0,1778605.0,905421.0,567059.0,-1583149.0,2499400.0
7351.989434,-1072872.0,868301.0,2092787.0,1344947.0,4680.0,19965.0,817869.0,3349720.0,2565234.0,2078344.0,1157053.0,1778691.0,902307.0,563005.0,-1588915.0,2493453.0
