lsl_timestamp,TP9,AF7,AF8,TP10
440789.59738725,-5.859375,-50.78125,213.8671875,-18.5546875
440789.602478166,13.671875,-53.7109375,243.1640625,-9.27734375
440789.606384416,-16.6015625,-58.59375,-155.2734375,-25.87890625
440789.610290666,-41.50390625,-50.29296875,-267.578125,-22.94921875
440789.614196916,-28.80859375,-50.78125,147.4609375,-17.08984375
440789.618103166,-0.9765625,-57.6171875,410.64453125,-28.3203125
440789.622009416,2.9296875,-51.7578125,-21.484375,-14.16015625
440789.625915666,-27.34375,-50.78125,-479.00390625,-3.90625
440789.629821916,-23.4375,-48.33984375,-34.66796875,-14.16015625
440789.633728166,20.01953125,-48.33984375,202.1484375,-13.18359375
440789.637634416,24.90234375,-49.8046875,-107.421875,-7.8125
440789.641540666,-21.97265625,-48.33984375,-82.03125,-13.18359375
440789.645446916,-43.9453125,-47.36328125,-75.1953125,-20.01953125
440789.652734791,-8.7890625,-41.9921875,186.5234375,-13.18359375
440789.656641041,10.25390625,-44.921875,488.76953125,-8.7890625
440789.660547291,-27.34375,-48.828125,23.4375,-4.39453125
440789.664453541,-50.29296875,-50.29296875,-369.62890625,-7.32421875
440789.668359791,-17.578125,-55.6640625,-241.2109375,-9.27734375
440789.672266041,4.39453125,-56.640625,121.58203125,-6.8359375
440789.676172291,-21.97265625,-59.5703125,105.95703125,-22.4609375
440789.680078541,-41.015625,-60.05859375,-284.1796875,-18.06640625
440789.683984791,-30.76171875,-58.10546875,-562.98828125,-3.90625
440789.687891041,0.9765625,-53.7109375,274.90234375,-13.671875
440789.691797291,4.8828125,-51.7578125,635.25390625,-17.08984375
440789.695703541,-29.296875,-54.19921875,-200.68359375,-14.16015625
440789.676322,-36.1328125,-53.22265625,-309.5703125,-20.01953125
440789.68022825,6.8359375,-52.24609375,521.97265625,-10.25390625
440789.6841345,8.7890625,-55.17578125,697.265625,-10.7421875
440789.68804075,-28.80859375,-62.01171875,-85.9375,-9.27734375
440789.691947,-35.64453125,-58.10546875,-398.4375,5.859375
440789.69585325,-0.9765625,-49.8046875,82.51953125,5.859375
440789.6997595,13.671875,-53.22265625,312.01171875,-1.46484375
440789.70366575,-20.99609375,-62.5,-262.6953125,-3.41796875
440789.707572,-49.8046875,-60.05859375,-965.8203125,-4.39453125
440789.71147825,-28.3203125,-42.96875,-234.86328125,-16.6015625
440789.7153845,2.44140625,-45.41015625,679.6875,-19.53125
440789.71929075,-10.7421875,-49.8046875,178.22265625,-11.71875
440789.742975166,-41.9921875,-43.45703125,-266.6015625,-0.48828125
440789.746881416,-34.1796875,-43.45703125,129.39453125,-4.8828125
440789.750787666,-0.9765625,-47.8515625,542.48046875,-10.25390625
440789.754693916,-11.23046875,-44.921875,321.77734375,-13.18359375
440789.758600166,-43.9453125,-45.41015625,-97.65625,-25.390625
440789.762506416,-44.921875,-46.875,-257.32421875,-26.3671875
440789.766412666,-16.11328125,-47.8515625,76.66015625,-19.04296875
440789.770318916,-11.23046875,-52.24609375,-189.453125,-15.625
440789.774225166,-42.96875,-43.45703125,-507.32421875,-25.390625
440789.778131416,-58.10546875,-40.52734375,-88.8671875,-24.4140625
440789.782037666,-30.2734375,-54.19921875,250.9765625,-9.27734375
440789.785943916,-1.953125,-59.5703125,220.703125,1.46484375
