lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX
103458.094673625,17.08984375,-30.2734375,-65.4296875,185.546875,0.0
103458.098579875,-11.71875,-54.6875,-77.1484375,-255.859375,0.0
103458.102486125,-34.66796875,-77.1484375,-67.87109375,-215.8203125,0.0
103458.106392375,2.44140625,-70.3125,-52.24609375,217.28515625,0.0
103458.110298625,8.30078125,-58.10546875,-41.50390625,261.23046875,0.0
103458.114204875,9.765625,-62.01171875,-48.828125,-162.59765625,0.0
103458.118111125,-28.3203125,-167.96875,-55.17578125,-278.80859375,0.0
103458.122017375,0.0,-92.28515625,-44.921875,97.16796875,0.0
103458.125923625,-5.37109375,36.1328125,-30.76171875,301.7578125,0.0
103458.129829875,-6.8359375,-44.43359375,-32.71484375,-47.36328125,0.0
103458.133736125,-35.15625,-66.89453125,-43.45703125,-314.94140625,0.0
103458.137642375,-8.7890625,-26.85546875,-45.8984375,-19.53125,0.0
103458.143086833,4.8828125,-40.0390625,-44.43359375,312.01171875,0.0
103458.146993083,0.9765625,-95.21484375,-45.41015625,62.98828125,0.0
103458.150899333,-35.64453125,-94.7265625,-46.38671875,-316.89453125,0.0
103458.154805583,-27.83203125,-51.7578125,-55.6640625,-133.30078125,0.0
103458.158711833,-9.765625,-108.3984375,-66.40625,255.859375,0.0
103458.162618083,-3.41796875,-175.78125,-61.5234375,163.57421875,0.0
103458.166524333,-8.7890625,-135.7421875,-40.0390625,-224.12109375,0.0
103458.170430583,-23.92578125,19.04296875,-29.296875,-218.26171875,0.0
103458.174336833,0.48828125,-1.953125,-38.57421875,151.85546875,0.0
103458.178243083,-19.04296875,-132.8125,-41.015625,231.4453125,0.0
103458.182149333,-12.6953125,-101.07421875,-24.90234375,-141.11328125,0.0
103458.186055583,-39.55078125,-12.6953125,-27.83203125,-279.78515625,0.0
103458.188851166,-15.13671875,-61.5234375,-45.8984375,58.10546875,0.0
103458.192757416,-7.8125,-135.7421875,-39.0625,270.99609375,0.0
103458.196663666,0.0,-66.89453125,-36.1328125,-28.80859375,0.0
103458.200569916,-35.64453125,-34.1796875,-32.2265625,-291.9921875,0.0
103458.204476166,-22.94921875,-73.2421875,-33.203125,-60.05859375,0.0
103458.208382416,-33.69140625,-120.1171875,-42.48046875,216.30859375,0.0
103458.212288666,-30.2734375,-109.86328125,-37.59765625,15.625,0.0
103458.216194916,-39.0625,-2.44140625,-33.203125,-304.6875,0.0
103458.220101166,-27.34375,20.99609375,-22.4609375,-168.9453125,0.0
103458.224007416,-21.97265625,-120.60546875,-35.64453125,138.671875,0.0
103458.227913666,-42.48046875,-82.03125,-37.59765625,56.640625,0.0
103458.231819916,-34.66796875,25.390625,-20.99609375,-276.3671875,0.0
103458.231858291,-58.59375,-44.921875,-39.0625,-296.38671875,0.0
103458.235764541,-49.31640625,-99.609375,-58.59375,-30.2734375,0.0
103458.239670791,-81.54296875,-70.3125,-53.22265625,-11.23046875,0.0
103458.243577041,-63.4765625,-31.73828125,-27.83203125,-300.29296875,0.0
103458.247483291,-64.94140625,-70.80078125,-19.53125,-354.00390625,0.0
103458.251389541,-63.96484375,-138.18359375,-24.4140625,-93.26171875,0.0
103458.255295791,-88.37890625,-104.00390625,-27.34375,30.76171875,0.0
103458.259202041,-43.45703125,-7.8125,-45.41015625,-192.87109375,0.0
103458.263108291,-37.109375,-95.703125,-54.19921875,-325.68359375,0.0
103458.267014541,-41.50390625,-193.359375,-42.48046875,-117.1875,0.0
103458.270920791,-69.3359375,-40.0390625,-22.4609375,52.24609375,0.0
103458.274827041,-62.5,3.41796875,-13.18359375,-110.83984375,0.0
103458.277568916,-31.73828125,-30.76171875,-3.90625,-281.73828125,0.0
103458.281475166,-28.3203125,-11.71875,-1.46484375,-141.6015625,0.0
103458.285381416,-42.48046875,-37.109375,-23.4375,53.22265625,0.0
