lsl_timestamp,code,is_target,char_idx,rep
7856.156869541,8,1,0,1
7856.335592333,12,0,0,1
7856.516256958,1,0,0,1
7856.694516583,9,0,0,1
7856.87406325,6,0,0,1
7857.054628625,7,0,0,1
7857.234334,4,0,0,1
7857.414599666,11,0,0,1
7857.595365666,5,0,0,1
7857.775967083,2,1,0,1
7857.955753041,10,0,0,1
7858.135705875,3,0,0,1
7858.316421041,9,0,0,2
7858.497075333,12,0,0,2
7858.677316,5,0,0,2
7858.85747225,2,1,0,2
7859.036418458,3,0,0,2
7859.216310833,4,0,0,2
7859.400533125,6,0,0,2
7859.580744,11,0,0,2
7859.761452416,10,0,0,2
7859.939634416,7,0,0,2
7860.11988275,1,0,0,2
7860.300072458,8,1,0,2
7860.480440375,5,0,0,3
7860.660735208,8,1,0,3
7860.841241791,3,0,0,3
7861.021977458,7,0,0,3
7861.201493208,2,1,0,3
7861.381199166,12,0,0,3
7861.561921625,4,0,0,3
7861.742205166,9,0,0,3
7861.922218666,10,0,0,3
7862.101872541,11,0,0,3
7862.282415541,1,0,0,3
7862.462917958,6,0,0,3
7862.643332416,7,0,0,4
7862.822749916,1,0,0,4
7863.00206125,5,0,0,4
7863.180882333,12,0,0,4
7863.361359791,6,0,0,4
7863.5413755,2,1,0,4
7863.720914333,3,0,0,4
7863.901400875,11,0,0,4
7864.081270958,10,0,0,4
7864.26132875,8,1,0,4
7864.441853,4,0,0,4
7864.622458416,9,0,0,4
7864.802840125,10,0,0,5
7864.98339225,12,0,0,5
7865.162012083,8,1,0,5
7865.342467333,4,0,0,5
7865.52253725,11,0,0,5
7865.702248625,6,0,0,5
7865.882816,1,0,0,5
7866.062955125,5,0,0,5
7866.242944541,3,0,0,5
7866.42095725,2,1,0,5
7866.60156625,9,0,0,5
7866.781279708,7,0,0,5
7866.961945,6,0,0,6
7867.141424916,9,0,0,6
7867.320977166,3,0,0,6
7867.501465708,2,1,0,6
7867.680827333,4,0,0,6
7867.86146325,1,0,0,6
7868.041112916,11,0,0,6
7868.221495208,7,0,0,6
7868.401688625,8,1,0,6
7868.582166291,10,0,0,6
7868.762347208,12,0,0,6
7868.942448125,5,0,0,6
7869.122205375,10,0,0,7
7869.30131,2,1,0,7
7869.480900583,8,1,0,7
7869.660546666,12,0,0,7
7869.839595041,5,0,0,7
7870.019506166,4,0,0,7
7870.200094833,1,0,0,7
7870.379649125,9,0,0,7
7870.559447,6,0,0,7
7870.739578833,3,0,0,7
7870.920297416,11,0,0,7
7871.100384375,7,0,0,7
7871.279168833,2,1,0,8
7871.458645541,9,0,0,8
7871.63885675,7,0,0,8
7871.818654083,4,0,0,8
7871.999207666,5,0,0,8
7872.179872375,12,0,0,8
7872.359677083,3,0,0,8
7872.5396005,10,0,0,8
7872.718706416,11,0,0,8
7872.89842725,1,0,0,8
7873.078246041,8,1,0,8
7873.259053083,6,0,0,8
7873.438764375,11,0,0,9
7873.619675125,6,0,0,9
7873.800132833,12,0,0,9
7873.980919291,8,1,0,9
7874.161145916,2,1,0,9
7874.341645291,7,0,0,9
7874.522003333,5,0,0,9
7874.701448208,10,0,0,9
7874.881347458,1,0,0,9
7875.060885666,4,0,0,9
7875.240769041,9,0,0,9
7875.420392125,3,0,0,9
7875.60111,7,0,0,10
7875.780932916,12,0,0,10
7875.960783125,3,0,0,10
7876.14109425,2,1,0,10
7876.320948958,9,0,0,10
7876.500838083,11,0,0,10
7876.679836833,4,0,0,10
7876.859715583,1,0,0,10
7877.039815833,5,0,0,10
7877.219954708,8,1,0,10
7877.4003855,6,0,0,10
7877.581235625,10,0,0,10
7877.76132325,11,0,0,11
7877.941138916,12,0,0,11
7878.1204675,2,1,0,11
7878.300952833,3,0,0,11
7878.480791125,9,0,0,11
7878.660981916,10,0,0,11
7878.841264375,5,0,0,11
7879.0208955,4,0,0,11
7879.200624,6,0,0,11
7879.381168,8,1,0,11
7879.561572666,1,0,0,11
7879.739346375,7,0,0,11
7879.919114958,4,0,0,12
7880.099390625,10,0,0,12
7880.279800333,3,0,0,12
7880.459598875,7,0,0,12
7880.639322875,2,1,0,12
7880.819713666,12,0,0,12
7881.000437125,5,0,0,12
7881.180826791,8,1,0,12
7881.358841833,6,0,0,12
7881.539287916,11,0,0,12
7881.718426541,9,0,0,12
7881.899064958,1,0,0,12
7882.078638208,3,0,0,13
7882.259417,10,0,0,13
7882.439206,8,1,0,13
7882.619619208,6,0,0,13
7882.799974666,4,0,0,13
7882.980303583,7,0,0,13
7883.159745666,11,0,0,13
7883.339525708,12,0,0,13
7883.520069875,1,0,0,13
7883.700150416,5,0,0,13
7883.880468,9,0,0,13
7884.060412125,2,1,0,13
7884.241239916,7,0,0,14
7884.421052333,8,1,0,14
7884.60132225,4,0,0,14
7884.780168083,12,0,0,14
7884.960565333,11,0,0,14
7885.140429791,1,0,0,14
7885.320829791,9,0,0,14
7885.501459791,6,0,0,14
7885.680882916,3,0,0,14
7885.8617425,10,0,0,14
