lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX
97967.541021458,-238.28125,-72.75390625,965.8203125,-126.953125,0.0
97967.544927708,-229.4921875,-69.3359375,965.8203125,-142.08984375,0.0
97967.548833958,-115.234375,-63.4765625,965.8203125,-166.9921875,0.0
97967.552740208,-97.16796875,-69.82421875,965.8203125,-146.97265625,0.0
97967.556646458,-179.19921875,-73.73046875,965.8203125,-111.81640625,0.0
97967.560552708,-220.703125,-73.2421875,965.8203125,-123.53515625,0.0
97967.564458958,-99.12109375,-68.84765625,965.8203125,-152.34375,0.0
97967.568365208,-54.6875,-68.359375,965.8203125,-153.80859375,0.0
97967.572271458,-130.37109375,-74.21875,965.8203125,-125.48828125,0.0
97967.576177708,-214.84375,-66.89453125,965.8203125,-108.88671875,0.0
97967.580083958,-105.46875,-74.21875,965.8203125,-140.13671875,0.0
97967.583990208,-40.0390625,-89.84375,965.8203125,-158.69140625,0.0
97967.588202541,-87.890625,-88.8671875,965.8203125,-138.18359375,0.0
97967.592108791,-222.16796875,-80.078125,966.30859375,-117.1875,0.0
97967.596015041,-157.2265625,-82.03125,965.8203125,-142.578125,0.0
97967.599921291,-41.9921875,-85.44921875,966.30859375,-145.5078125,0.0
97967.603827541,-62.98828125,-85.9375,965.8203125,-123.046875,0.0
97967.607733791,-184.5703125,-87.890625,966.30859375,-113.76953125,0.0
97967.611640041,-174.8046875,-91.30859375,965.33203125,-115.234375,0.0
97967.615546291,-34.66796875,-96.6796875,964.35546875,-126.953125,0.0
97967.619452541,-24.4140625,-99.609375,965.8203125,-120.60546875,0.0
97967.623358791,-123.046875,-102.05078125,900.390625,-92.7734375,0.0
97967.627265041,-181.15234375,-103.515625,800.29296875,-104.98046875,0.0
97967.631171291,-36.1328125,-99.609375,752.9296875,-157.2265625,0.0
97967.608511166,23.92578125,-102.05078125,719.7265625,-165.0390625,0.0
97967.612417416,-58.10546875,-107.421875,683.59375,-124.0234375,0.0
97967.616323666,-174.8046875,-109.86328125,639.16015625,-112.3046875,0.0
97967.620229916,-67.87109375,-104.00390625,596.6796875,-138.18359375,0.0
97967.624136166,11.71875,-102.5390625,560.546875,-128.41796875,0.0
97967.628042416,-38.0859375,-109.375,515.13671875,-101.5625,0.0
97967.631948666,-170.41015625,-109.375,507.8125,-88.37890625,0.0
97967.635854916,-107.421875,-107.91015625,517.08984375,-128.41796875,0.0
97967.639761166,20.99609375,-103.02734375,461.42578125,-143.5546875,0.0
97967.643667416,6.34765625,-102.5390625,431.15234375,-115.234375,0.0
97967.647573666,-125.48828125,-109.375,747.55859375,-98.6328125,0.0
97967.651479916,-144.04296875,-102.05078125,929.19921875,-87.40234375,0.0
97967.655114083,12.6953125,-96.6796875,786.1328125,-109.86328125,0.0
97967.659020333,46.875,-103.515625,693.359375,-118.65234375,0.0
97967.662926583,-78.61328125,-113.76953125,619.62890625,-88.8671875,0.0
97967.666832833,-169.921875,-114.74609375,546.875,-66.89453125,0.0
97967.670739083,-23.4375,-110.3515625,486.81640625,-89.84375,0.0
97967.674645333,51.26953125,-111.81640625,433.10546875,-107.421875,0.0
97967.678551583,-20.01953125,-111.81640625,334.47265625,-84.9609375,0.0
97967.682457833,-136.71875,-108.88671875,206.54296875,-64.453125,0.0
97967.686364083,-26.85546875,-103.02734375,134.765625,-87.890625,0.0
97967.690270333,56.640625,-104.98046875,-24.4140625,-95.21484375,0.0
97967.694176583,-11.23046875,-107.91015625,-249.0234375,-82.03125,0.0
97967.698082833,-159.66796875,-104.00390625,-310.546875,-73.2421875,0.0
97967.720285791,-123.046875,-104.4921875,-325.1953125,-73.2421875,0.0
97967.724192041,25.390625,-105.46875,-356.4453125,-78.61328125,0.0
97967.728098291,28.3203125,-103.515625,-327.1484375,-60.546875,0.0
97967.732004541,-113.76953125,-105.95703125,-299.8046875,-36.62109375,0.0
