lsl_timestamp,code,is_target,char_idx,rep
6941.0391406,8,1,0,1
6941.215952,12,0,0,1
6941.3924456,1,0,0,1
6941.569735,9,0,0,1
6941.7477092,6,0,0,1
6941.9243467,7,0,0,1
6942.1017774,4,0,0,1
6942.2789681,11,0,0,1
6942.4557267,5,0,0,1
6942.6329108,2,1,0,1
6942.8095192,10,0,0,1
6942.9861046,3,0,0,1
6943.1627348,9,0,0,2
6943.3407284,12,0,0,2
6943.517966,5,0,0,2
6943.6950148,2,1,0,2
6943.8717119,3,0,0,2
6944.0497244,4,0,0,2
6944.2267828,6,0,0,2
6944.4037257,11,0,0,2
6944.5810023,10,0,0,2
6944.757862,7,0,0,2
6944.9356476,1,0,0,2
6945.1128742,8,1,0,2
6945.2896675,5,0,0,3
6945.4667992,8,1,0,3
6945.6446712,3,0,0,3
6945.821643,7,0,0,3
6945.9980642,2,1,0,3
6946.1744843,12,0,0,3
6946.3518049,4,0,0,3
6946.5287628,9,0,0,3
6946.7066575,10,0,0,3
6946.8837005,11,0,0,3
6947.0601213,1,0,0,3
6947.2369287,6,0,0,3
6947.4134333,7,0,0,4
6947.5898503,1,0,0,4
6947.766298,5,0,0,4
6947.9437936,12,0,0,4
6948.1206544,6,0,0,4
6948.2970577,2,1,0,4
6948.4736607,3,0,0,4
6948.6506562,11,0,0,4
6948.8278165,10,0,0,4
6949.0048088,8,1,0,4
6949.1812634,4,0,0,4
6949.3579992,9,0,0,4
6949.5347676,10,0,0,5
6949.7111588,12,0,0,5
6949.8878226,8,1,0,5
6950.064865,4,0,0,5
6950.241258,11,0,0,5
6950.4177114,6,0,0,5
6950.5948006,1,0,0,5
6950.7716733,5,0,0,5
6950.9481508,3,0,0,5
6951.1248256,2,1,0,5
6951.3018309,9,0,0,5
6951.4796473,7,0,0,5
6951.6568152,6,0,0,6
6951.8346438,9,0,0,6
6952.0110734,3,0,0,6
6952.1875408,2,1,0,6
6952.3639677,4,0,0,6
6952.5408068,1,0,0,6
6952.717791,11,0,0,6
6952.8946446,7,0,0,6
6953.0716852,8,1,0,6
6953.248134,10,0,0,6
6953.4256404,12,0,0,6
6953.6028151,5,0,0,6
6953.7791942,10,0,0,7
6953.9558438,2,1,0,7
6954.1324086,8,1,0,7
6954.3092867,12,0,0,7
6954.4858645,5,0,0,7
6954.6627279,4,0,0,7
6954.8396801,1,0,0,7
6955.0177001,9,0,0,7
6955.1946708,6,0,0,7
6955.3716999,3,0,0,7
6955.5488446,11,0,0,7
6955.726652,7,0,0,7
6955.9037905,2,1,0,8
6956.0808387,9,0,0,8
6956.2573982,7,0,0,8
6956.4356492,4,0,0,8
6956.6126882,5,0,0,8
6956.7891525,12,0,0,8
6956.9659568,3,0,0,8
6957.142874,10,0,0,8
6957.3198068,11,0,0,8
6957.4968376,1,0,0,8
6957.6738016,8,1,0,8
6957.8502109,6,0,0,8
6958.0268248,11,0,0,9
6958.2046388,6,0,0,9
6958.3818302,12,0,0,9
6958.5590808,8,1,0,9
6958.7359177,2,1,0,9
6958.9123226,7,0,0,9
6959.0896706,5,0,0,9
6959.266648,10,0,0,9
6959.4431802,1,0,0,9
6959.619625,4,0,0,9
6959.7960916,9,0,0,9
6959.9726798,3,0,0,9
6960.1496858,7,0,0,10
6960.3267153,12,0,0,10
6960.5038341,3,0,0,10
6960.6808307,2,1,0,10
6960.8573607,9,0,0,10
6961.0351085,11,0,0,10
6961.2118673,4,0,0,10
6961.3887713,1,0,0,10
6961.565859,5,0,0,10
6961.7436383,8,1,0,10
