lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX
97303.991009041,-139.16015625,-51.7578125,-74.70703125,38.0859375,0.0
97303.994915291,-103.515625,-50.78125,-75.68359375,-8.7890625,0.0
97303.998821541,85.9375,-47.36328125,-74.21875,-41.9921875,0.0
97304.002727791,122.0703125,-45.41015625,-77.1484375,-21.484375,0.0
97304.006634041,-42.48046875,-46.875,-80.078125,8.30078125,0.0
97304.010540291,-127.44140625,-48.828125,-79.1015625,-3.90625,0.0
97304.014446541,67.3828125,-46.875,-81.54296875,-29.296875,0.0
97304.018352791,134.27734375,-42.96875,-82.03125,-20.5078125,0.0
97304.022259041,-14.16015625,-46.875,-80.078125,0.48828125,0.0
97304.026165291,-172.36328125,-51.26953125,-73.2421875,-0.9765625,0.0
97304.030071541,16.11328125,-45.8984375,-73.2421875,-45.8984375,0.0
97304.033977791,155.2734375,-45.41015625,-76.66015625,-52.24609375,0.0
97304.039806875,79.1015625,-47.8515625,-75.1953125,-8.30078125,0.0
97304.043713125,-119.140625,-48.828125,-73.73046875,15.13671875,0.0
97304.047619375,-41.9921875,-49.31640625,-72.265625,-14.16015625,0.0
97304.051525625,98.14453125,-47.36328125,-72.75390625,-30.2734375,0.0
97304.055431875,65.4296875,-45.41015625,-69.82421875,0.9765625,0.0
97304.059338125,-117.67578125,-50.78125,-71.77734375,15.13671875,0.0
97304.063244375,-104.98046875,-50.78125,-77.63671875,-25.390625,0.0
97304.067150625,87.40234375,-45.41015625,-72.265625,-52.734375,0.0
97304.071056875,109.375,-42.96875,-66.89453125,-14.16015625,0.0
97304.074963125,-76.66015625,-42.96875,-70.80078125,12.6953125,0.0
97304.078869375,-160.15625,-42.96875,-67.87109375,-9.27734375,0.0
97304.082775625,30.2734375,-41.9921875,-69.82421875,-40.52734375,0.0
97304.088680333,85.44921875,-40.0390625,-76.171875,-28.80859375,0.0
97304.092586583,-29.78515625,-43.45703125,-70.80078125,6.34765625,0.0
97304.096492833,-184.08203125,-48.33984375,-70.80078125,0.0,0.0
97304.100399083,-47.36328125,-48.828125,-71.77734375,-51.26953125,0.0
97304.104305333,83.984375,-51.26953125,-70.80078125,-54.6875,0.0
97304.108211583,37.109375,-50.29296875,-76.66015625,-15.13671875,0.0
97304.112117833,-168.45703125,-45.8984375,-78.125,-3.90625,0.0
97304.116024083,-123.046875,-40.52734375,-76.66015625,-40.52734375,0.0
97304.119930333,43.45703125,-34.66796875,-80.078125,-53.22265625,0.0
97304.123836583,57.6171875,-29.296875,-69.82421875,-20.01953125,0.0
97304.127742833,-118.1640625,-30.2734375,-64.94140625,-1.953125,0.0
97304.131649083,-145.99609375,-35.64453125,-63.96484375,-34.66796875,0.0
97304.12972425,48.828125,-39.55078125,-60.05859375,-62.01171875,0.0
97304.1336305,107.91015625,-41.015625,-57.12890625,-39.0625,0.0
97304.13753675,-54.19921875,-42.48046875,-58.59375,-1.953125,0.0
97304.141443,-181.640625,-42.96875,-66.89453125,-9.765625,0.0
97304.14534925,4.8828125,-41.015625,-67.87109375,-49.31640625,0.0
97304.1492555,87.890625,-38.0859375,-64.453125,-44.43359375,0.0
97304.15316175,-11.71875,-42.96875,-64.94140625,-16.11328125,0.0
97304.157068,-188.96484375,-48.33984375,-56.640625,8.30078125,0.0
97304.16097425,-68.84765625,-37.109375,-50.78125,-9.27734375,0.0
97304.1648805,67.87109375,-33.203125,-56.15234375,-49.31640625,0.0
97304.16878675,11.71875,-35.64453125,-59.5703125,-30.76171875,0.0
97304.172693,-187.5,-37.59765625,-62.5,-6.34765625,0.0
97304.179051916,-139.16015625,-42.96875,-68.359375,-49.31640625,0.0
97304.182958166,57.12890625,-46.875,-73.2421875,-75.68359375,0.0
97304.186864416,49.31640625,-37.109375,-74.70703125,-42.96875,0.0
97304.190770666,-154.296875,-30.76171875,-73.2421875,-20.99609375,0.0
97304.194676916,-202.1484375,-41.015625,-69.3359375,-34.66796875,0.0
97304.198583166,-7.32421875,-38.57421875,-70.3125,-61.03515625,0.0
97304.202489416,53.7109375,-32.71484375,-66.40625,-53.7109375,0.0
97304.206395666,-80.56640625,-33.69140625,-59.5703125,-24.4140625,0.0
97304.210301916,-209.9609375,-37.109375,-59.5703125,-35.64453125,0.0
97304.214208166,-21.97265625,-38.0859375,-58.59375,-73.2421875,0.0
97304.218114416,95.703125,-30.76171875,-58.10546875,-69.82421875,0.0
97304.222020666,21.484375,-30.76171875,-55.6640625,-40.52734375,0.0
97304.224996666,-159.66796875,-39.0625,-57.12890625,-36.62109375,0.0
97304.228902916,-58.10546875,-41.015625,-58.10546875,-68.84765625,0.0
97304.232809166,82.51953125,-41.9921875,-53.22265625,-55.6640625,0.0
97304.236715416,54.19921875,-44.43359375,-54.19921875,-10.25390625,0.0
97304.240621666,-128.41796875,-46.875,-52.734375,-12.6953125,0.0
97304.244527916,-136.71875,-42.48046875,-45.8984375,-49.31640625,0.0
97304.248434166,36.1328125,-32.2265625,-38.0859375,-66.89453125,0.0
97304.252340416,73.2421875,-32.2265625,-33.69140625,-37.59765625,0.0
97304.256246666,-89.84375,-39.55078125,-32.71484375,-20.5078125,0.0
97304.260152916,-173.828125,-40.0390625,-34.66796875,-52.24609375,0.0
97304.264059166,17.08984375,-34.1796875,-34.1796875,-75.1953125,0.0
97304.267965416,96.19140625,-36.1328125,-32.2265625,-56.640625,0.0
97304.272189625,-36.1328125,-41.015625,-28.3203125,-18.5546875,0.0
97304.276095875,-202.63671875,-35.64453125,-25.87890625,-11.71875,0.0
97304.280002125,-38.0859375,-25.390625,-24.4140625,-52.24609375,0.0
97304.283908375,85.9375,-22.4609375,-20.5078125,-58.10546875,0.0
97304.287814625,9.27734375,-27.83203125,-20.99609375,-34.66796875,0.0
97304.291720875,-177.24609375,-30.76171875,-17.08984375,-19.04296875,0.0
97304.295627125,-89.35546875,-28.3203125,-19.53125,-50.78125,0.0
97304.299533375,88.37890625,-28.80859375,-22.94921875,-85.9375,0.0
97304.303439625,83.49609375,-32.2265625,-20.99609375,-51.7578125,0.0
97304.307345875,-131.8359375,-32.71484375,-23.92578125,-15.625,0.0
97304.311252125,-128.90625,-27.83203125,-22.4609375,-46.38671875,0.0
97304.315158375,88.37890625,-30.2734375,-19.53125,-74.21875,0.0
97304.320241916,136.23046875,-39.55078125,-18.06640625,-47.36328125,0.0
97304.324148166,-45.41015625,-37.59765625,-15.625,-14.16015625,0.0
97304.328054416,-189.453125,-36.1328125,-15.625,-22.94921875,0.0
97304.331960666,4.39453125,-33.203125,-13.671875,-48.828125,0.0
97304.335866916,94.23828125,-30.76171875,-9.27734375,-31.25,0.0
97304.339773166,-32.2265625,-39.0625,-9.27734375,-9.27734375,0.0
97304.343679416,-209.9609375,-42.48046875,-10.7421875,-8.7890625,0.0
97304.347585666,-53.22265625,-36.62109375,-10.25390625,-44.43359375,0.0
97304.351491916,91.796875,-35.64453125,-14.16015625,-51.26953125,0.0
97304.355398166,39.0625,-35.15625,-14.6484375,-9.765625,0.0
