lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
6223.3867822,2053869.0,3356093.0,3766024.0,3965357.0,3074370.0,3152493.0,3321421.0,5878386.0,4179058.0,5074263.0,3607282.0,4298882.0,3685986.0,3049293.0,849875.0,4935165.0
6223.3868238,2042211.0,3344056.0,3757138.0,3959058.0,3070690.0,3152434.0,3323453.0,5880743.0,4163858.0,5060978.0,3597586.0,4291810.0,3681752.0,3048344.0,851768.0,4938018.0
6223.3868602,2043747.0,3347618.0,3760749.0,3964029.0,3076210.0,3158274.0,3330264.0,5888653.0,4168237.0,5065133.0,3601922.0,4297671.0,3688520.0,3055330.0,859363.0,4946829.0
6223.3868992,2052339.0,3358520.0,3772168.0,3975448.0,3087144.0,3168754.0,3339528.0,5894285.0,4180072.0,5076503.0,3613138.0,4308418.0,3698744.0,3064802.0,867955.0,4951495.0
6223.3877621,2043859.0,3346872.0,3759981.0,3962818.0,3074664.0,3157170.0,3328450.0,5886525.0,4167234.0,5063943.0,3600466.0,4295895.0,3687293.0,3053704.0,858173.0,4943479.0
6223.3878087,2050141.0,3357197.0,3770034.0,3974482.0,3086872.0,3168936.0,3339272.0,5895186.0,4179090.0,5075351.0,3611448.0,4308205.0,3699074.0,3065224.0,868408.0,4952653.0
6223.3878578,2052845.0,3354653.0,3769682.0,3971682.0,3081528.0,3160477.0,3327821.0,5882077.0,4178717.0,5073495.0,3611021.0,4305133.0,3693474.0,3056685.0,856621.0,4939549.0
6223.3879003,2043635.0,3342904.0,3756408.0,3958530.0,3069576.0,3151362.0,3322722.0,5879415.0,4167672.0,5061282.0,3596685.0,4290989.0,3681325.0,3047304.0,850867.0,4936290.0
6223.3879369,2042029.0,3344546.0,3758269.0,3960781.0,3073240.0,3156258.0,3327560.0,5885122.0,4164850.0,5062343.0,3598754.0,4294663.0,3684989.0,3052461.0,855859.0,4942370.0
6223.3888351,2046413.0,3344877.0,3755965.0,3957432.0,3068744.0,3150520.0,3321245.0,5878909.0,4170130.0,5062749.0,3596370.0,4290418.0,3680504.0,3046381.0,849789.0,4935826.0
