lsl_timestamp,code,is_target,char_idx,rep
6225.1727496,8,1,0,1
6225.3493434,12,0,0,1
6225.5266285,1,0,0,1
6225.7044303,9,0,0,1
6225.8809715,6,0,0,1
6226.0584442,7,0,0,1
6226.2355896,4,0,0,1
6226.41343,11,0,0,1
6226.5914531,5,0,0,1
6226.769415,2,1,0,1
6226.9465998,10,0,0,1
6227.1236316,3,0,0,1
6227.3001632,9,0,0,2
6227.4774184,12,0,0,2
6227.6546051,5,0,0,2
6227.8311095,2,1,0,2
6228.0076216,3,0,0,2
6228.1846674,4,0,0,2
6228.3615563,6,0,0,2
6228.5386461,11,0,0,2
6228.715219,10,0,0,2
6228.8926411,7,0,0,2
6229.0694106,1,0,0,2
6229.2474083,8,1,0,2
6229.4246207,5,0,0,3
6229.60108,8,1,0,3
6229.7775754,3,0,0,3
6229.9545486,7,0,0,3
6230.1316076,2,1,0,3
6230.308589,12,0,0,3
6230.4856029,4,0,0,3
6230.6626015,9,0,0,3
6230.8398164,10,0,0,3
6231.0163751,11,0,0,3
6231.193583,1,0,0,3
6231.3704167,6,0,0,3
6231.5474508,7,0,0,4
6231.7244684,1,0,0,4
6231.90159,5,0,0,4
6232.0794088,12,0,0,4
6232.2574258,6,0,0,4
6232.4340246,2,1,0,4
6232.6114546,3,0,0,4
6232.7895851,11,0,0,4
6232.9661596,10,0,0,4
6233.1435384,8,1,0,4
6233.3204599,4,0,0,4
6233.4969538,9,0,0,4
6233.6735908,10,0,0,5
6233.850015,12,0,0,5
6234.0266241,8,1,0,5
6234.2035722,4,0,0,5
6234.3806119,11,0,0,5
6234.5576641,6,0,0,5
6234.7346474,1,0,0,5
6234.9115951,5,0,0,5
6235.0880266,3,0,0,5
6235.264572,2,1,0,5
6235.4424851,9,0,0,5
6235.6194377,7,0,0,5
6235.7964667,6,0,0,6
6235.9736217,9,0,0,6
6236.1514447,3,0,0,6
6236.3279046,2,1,0,6
6236.504381,4,0,0,6
6236.6824188,1,0,0,6
6236.8595931,11,0,0,6
6237.0364407,7,0,0,6
6237.2135677,8,1,0,6
6237.3906159,10,0,0,6
6237.5684196,12,0,0,6
6237.7464924,5,0,0,6
6237.9234626,10,0,0,7
6238.0999831,2,1,0,7
6238.2774163,8,1,0,7
6238.4545745,12,0,0,7
6238.6314298,5,0,0,7
6238.8079082,4,0,0,7
6238.9854575,1,0,0,7
6239.1634576,9,0,0,7
6239.3403809,6,0,0,7
6239.5174558,3,0,0,7
6239.6946846,11,0,0,7
6239.8714178,7,0,0,7
6240.0485941,2,1,0,8
6240.2264296,9,0,0,8
6240.4036725,7,0,0,8
6240.5801317,4,0,0,8
6240.7574378,5,0,0,8
6240.9346764,12,0,0,8
6241.1116247,3,0,0,8
6241.2895229,10,0,0,8
6241.4669068,11,0,0,8
6241.6444397,1,0,0,8
6241.8214426,8,1,0,8
6241.9985768,6,0,0,8
6242.1755446,11,0,0,9
6242.3524143,6,0,0,9
6242.5296754,12,0,0,9
6242.7066209,8,1,0,9
6242.8835611,2,1,0,9
6243.060604,7,0,0,9
6243.2375694,5,0,0,9
6243.415603,10,0,0,9
6243.5921975,1,0,0,9
6243.7704211,4,0,0,9
6243.9476386,9,0,0,9
6244.124599,3,0,0,9
6244.3014192,7,0,0,10
6244.478654,12,0,0,10
6244.6554584,3,0,0,10
6244.8324374,2,1,0,10
6245.0095923,9,0,0,10
6245.1865718,11,0,0,10
6245.3634587,4,0,0,10
6245.5406645,1,0,0,10
6245.7174166,5,0,0,10
6245.8946508,8,1,0,10
6246.0724476,6,0,0,10
6246.2504061,10,0,0,10
6246.4275757,11,0,0,11
6246.6044118,12,0,0,11
6246.7817282,2,1,0,11
6246.9586189,3,0,0,11
6247.1355933,9,0,0,11
6247.3124308,10,0,0,11
6247.4900673,5,0,0,11
6247.6671596,4,0,0,11
6247.8436244,6,0,0,11
6248.0214393,8,1,0,11
6248.1985532,1,0,0,11
6248.3754196,7,0,0,11
6248.5524765,4,0,0,12
6248.7289265,10,0,0,12
6248.9055571,3,0,0,12
6249.0819959,7,0,0,12
6249.2585491,2,1,0,12
6249.4355623,12,0,0,12
6249.6134295,5,0,0,12
6249.7912989,8,1,0,12
6249.9686146,6,0,0,12
6250.1450713,11,0,0,12
6250.3216915,9,0,0,12
6250.4986604,1,0,0,12
6250.6755767,3,0,0,13
6250.8524145,10,0,0,13
6251.0295761,8,1,0,13
6251.2066174,6,0,0,13
6251.3835812,4,0,0,13
6251.5600205,7,0,0,13
6251.7366225,11,0,0,13
6251.9135989,12,0,0,13
6252.0915123,1,0,0,13
6252.2694128,5,0,0,13
6252.4465561,9,0,0,13
6252.6235979,2,1,0,13
6252.8004398,7,0,0,14
6252.9776582,8,1,0,14
6253.1544957,4,0,0,14
6253.3316087,12,0,0,14
6253.5094147,11,0,0,14
6253.6866367,1,0,0,14
6253.8635754,9,0,0,14
6254.0415389,6,0,0,14
6254.2194042,3,0,0,14
6254.3965895,10,0,0,14
6254.5734144,2,1,0,14
6254.7506767,5,0,0,14
6254.9276322,9,0,0,15
6255.1046292,3,0,0,15
6255.2815855,2,1,0,15
6255.458541,10,0,0,15
6255.6350474,1,0,0,15
6255.8115384,7,0,0,15
6255.9885653,4,0,0,15
6256.1660133,6,0,0,15
6256.3434103,8,1,0,15
6256.5206001,12,0,0,15
6256.6976729,5,0,0,15
6256.8744361,11,0,0,15
6259.5551941,1,0,1,1
6259.7316679,10,0,1,1
6259.9084134,11,0,1,1
6260.0864335,8,0,1,1
6260.2644646,9,0,1,1
6260.4424129,12,0,1,1
6260.6196833,3,0,1,1
6260.7966267,2,0,1,1
6260.9730975,5,1,1,1
6261.1495543,4,0,1,1
6261.3265719,7,1,1,1
6261.5036854,6,0,1,1
6261.6805609,9,0,1,2
6261.8570718,5,1,1,2
6262.033631,8,0,1,2
6262.2114116,11,0,1,2
6262.3895763,2,0,1,2
6262.5664309,6,0,1,2
6262.7444761,10,0,1,2
6262.922413,3,0,1,2
6263.0995886,7,1,1,2
6263.2765807,12,0,1,2
6263.4535949,4,0,1,2
6263.6306233,1,0,1,2
6263.8076144,7,1,1,3
6263.9845976,2,0,1,3
6264.1615936,3,0,1,3
6264.3385264,10,0,1,3
6264.5154802,1,0,1,3
6264.6926391,6,0,1,3
6264.8695839,5,1,1,3
6265.0464254,11,0,1,3
6265.2235394,8,0,1,3
6265.4005782,12,0,1,3
6265.5774154,4,0,1,3
6265.7546038,9,0,1,3
6265.9311698,6,0,1,4
6266.1094717,4,0,1,4
6266.2874315,8,0,1,4
6266.4639361,3,0,1,4
6266.6409145,9,0,1,4
6266.8174866,10,0,1,4
6266.9954164,2,0,1,4
6267.1725838,5,1,1,4
6267.3494424,1,0,1,4
6267.5266555,7,1,1,4
6267.7036005,12,0,1,4
6267.8806141,11,0,1,4
6268.0576378,9,0,1,5
6268.2354081,4,0,1,5
6268.4134239,10,0,1,5
6268.5908609,6,0,1,5
6268.7673485,8,0,1,5
6268.9446875,1,0,1,5
6269.1215767,2,0,1,5
6269.2986597,11,0,1,5
6269.4755636,7,1,1,5
6269.6520642,3,0,1,5
6269.8285939,12,0,1,5
6270.005569,5,1,1,5
6270.182453,6,0,1,6
6270.3595623,5,1,1,6
6270.5364373,7,1,1,6
6270.7135574,11,0,1,6
6270.8906402,12,0,1,6
6271.0677837,2,0,1,6
6271.2445672,4,0,1,6
6271.4215936,1,0,1,6
6271.5984201,9,0,1,6
6271.7764048,3,0,1,6
6271.9535727,8,0,1,6
6272.1306491,10,0,1,6
6272.3070477,6,0,1,7
6272.4836653,12,0,1,7
6272.6601505,9,0,1,7
6272.8366736,1,0,1,7
6273.0136244,11,0,1,7
6273.1908673,5,1,1,7
6273.3675485,3,0,1,7
6273.5446278,7,1,1,7
6273.7224183,2,0,1,7
6273.9004246,8,0,1,7
6274.0768876,4,0,1,7
6274.253493,10,0,1,7
6274.4304263,9,0,1,8
6274.6077059,11,0,1,8
6274.7844066,8,0,1,8
6274.961642,10,0,1,8
6275.1386273,2,0,1,8
6275.3164157,12,0,1,8
6275.4944361,7,1,1,8
6275.672416,6,0,1,8
6275.8496097,4,0,1,8
6276.0265789,3,0,1,8
6276.2035934,1,0,1,8
6276.380621,5,1,1,8
6276.5576401,10,0,1,9
6276.7344396,1,0,1,9
6276.9114315,3,0,1,9
6277.0878965,4,0,1,9
6277.2654965,12,0,1,9
6277.4436558,8,0,1,9
6277.6214755,9,0,1,9
6277.7994042,6,0,1,9
6277.9766517,7,1,1,9
6278.1536101,2,0,1,9
6278.3305954,11,0,1,9
6278.5084459,5,1,1,9
6278.6856473,11,0,1,10
6278.8620404,4,0,1,10
6279.0385866,6,0,1,10
6279.2164421,8,0,1,10
6279.3928406,7,1,1,10
6279.5704041,5,1,1,10
6279.7475099,10,0,1,10
6279.9239781,9,0,1,10
6280.1006408,3,0,1,10
6280.2771257,12,0,1,10
6280.4536517,1,0,1,10
6280.6306506,2,0,1,10
6280.8075988,10,0,1,11
6280.9854256,1,0,1,11
6281.1620954,3,0,1,11
6281.3385515,7,1,1,11
6281.5164379,4,0,1,11
6281.6936445,8,0,1,11
6281.8703543,9,0,1,11
6282.0468333,5,1,1,11
6282.2244234,2,0,1,11
6282.4015852,11,0,1,11
6282.5786241,12,0,1,11
6282.755581,6,0,1,11
6282.9334495,4,0,1,12
6283.1098906,5,1,1,12
6283.2866609,11,0,1,12
6283.4644119,3,0,1,12
6283.6414585,12,0,1,12
6283.8187147,9,0,1,12
6283.9964535,8,0,1,12
6284.1729646,10,0,1,12
6284.3494609,2,0,1,12
6284.5274216,7,1,1,12
6284.7046554,1,0,1,12
6284.8824109,6,0,1,12
6285.0604523,11,0,1,13
6285.2375124,5,1,1,13
6285.4154445,8,0,1,13
6285.5934136,1,0,1,13
6285.7706217,6,0,1,13
6285.9477309,7,1,1,13
6286.1244588,3,0,1,13
6286.3015896,12,0,1,13
6286.4794218,4,0,1,13
6286.6560054,9,0,1,13
6286.8334269,10,0,1,13
6287.0105897,2,0,1,13
6287.187453,12,0,1,14
6287.3646395,3,0,1,14
6287.5424198,6,0,1,14
6287.719625,10,0,1,14
6287.8965983,7,1,1,14
6288.0732277,4,0,1,14
6288.2506843,8,0,1,14
6288.4276386,9,0,1,14
6288.6041688,11,0,1,14
6288.780622,5,1,1,14
6288.9571951,1,0,1,14
6289.1346768,2,0,1,14
6289.3124473,4,0,1,15
6289.4894417,1,0,1,15
6289.6666561,12,0,1,15
6289.8431398,5,1,1,15
6290.0214655,11,0,1,15
6290.1985959,6,0,1,15
6290.3750674,9,0,1,15
6290.5516956,8,0,1,15
6290.7286206,2,0,1,15
6290.9055601,3,0,1,15
6291.0825527,7,1,1,15
6291.2604167,10,0,1,15
6293.9416635,8,1,2,1
6294.1186128,2,0,2,1
6294.2956104,11,0,2,1
6294.4726612,1,0,2,1
6294.6496918,3,0,2,1
6294.8264486,4,0,2,1
6295.0036575,6,1,2,1
6295.1806416,10,0,2,1
6295.3576436,5,0,2,1
6295.5345771,9,0,2,1
6295.7110311,12,0,2,1
6295.8876078,7,0,2,1
6296.064636,2,0,2,2
6296.24158,9,0,2,2
6296.4194474,10,0,2,2
6296.5959803,8,1,2,2
6296.7734375,3,0,2,2
6296.9505536,7,0,2,2
6297.1276316,4,0,2,2
6297.3054833,6,1,2,2
6297.4824169,5,0,2,2
6297.6604245,11,0,2,2
6297.838486,12,0,2,2
6298.0155761,1,0,2,2
6298.192601,7,0,2,3
6298.3704405,1,0,2,3
6298.5476317,3,0,2,3
6298.7254214,4,0,2,3
6298.9025396,12,0,2,3
6299.0795903,11,0,2,3
6299.256657,9,0,2,3
6299.433417,5,0,2,3
6299.6106558,2,0,2,3
6299.7884456,8,1,2,3
6299.9660297,10,0,2,3
6300.1434345,6,1,2,3
6300.321421,8,1,2,4
6300.4994911,10,0,2,4
6300.67662,6,1,2,4
6300.8544408,1,0,2,4
6301.0316668,11,0,2,4
6301.2086055,7,0,2,4
6301.3855633,2,0,2,4
6301.5624176,12,0,2,4
6301.7398596,4,0,2,4
6301.9167502,9,0,2,4
6302.0935963,3,0,2,4
6302.2705447,5,0,2,4
6302.4474066,7,0,2,5
6302.6244393,11,0,2,5
6302.801538,5,0,2,5
6302.9785547,9,0,2,5
6303.1550104,1,0,2,5
6303.3316341,3,0,2,5
6303.5084251,12,0,2,5
6303.6854304,4,0,2,5
6303.8618358,6,1,2,5
6304.0385413,10,0,2,5
6304.2165294,2,0,2,5
6304.393016,8,1,2,5
6304.5704221,3,0,2,6
6304.7475821,8,1,2,6
6304.9244768,12,0,2,6
6305.1016654,1,0,2,6
6305.2785407,9,0,2,6
6305.4564086,7,0,2,6
6305.6328468,11,0,2,6
6305.8104089,2,0,2,6
6305.9876414,6,1,2,6
6306.1643695,4,0,2,6
6306.342414,5,0,2,6
6306.5195969,10,0,2,6
6306.6966097,9,0,2,7
6306.8735629,11,0,2,7
6307.0505812,3,0,2,7
6307.2274391,10,0,2,7
6307.4038548,6,1,2,7
6307.5814318,12,0,2,7
6307.7594352,8,1,2,7
6307.9366437,5,0,2,7
6308.1134066,2,0,2,7
6308.2910915,7,0,2,7
6308.4684026,4,0,2,7
6308.6464067,1,0,2,7
6308.8244262,2,0,2,8
6309.001619,4,0,2,8
6309.17857,11,0,2,8
6309.3555666,7,0,2,8
6309.5325321,9,0,2,8
6309.7094037,12,0,2,8
6309.8858626,1,0,2,8
6310.0625472,3,0,2,8
6310.2405527,10,0,2,8
6310.4169957,8,1,2,8
6310.5935383,6,1,2,8
6310.7705359,5,0,2,8
6310.9469758,2,0,2,9
6311.123401,4,0,2,9
6311.3005542,7,0,2,9
6311.4776381,10,0,2,9
6311.654593,8,1,2,9
6311.831589,9,0,2,9
6312.0094322,1,0,2,9
6312.1858411,5,0,2,9
6312.3626072,6,1,2,9
6312.5402769,11,0,2,9
6312.7174431,12,0,2,9
6312.8944204,3,0,2,9
6313.0715459,5,0,2,10
6313.2485409,11,0,2,10
6313.4264278,10,0,2,10
6313.6029595,7,0,2,10
6313.7795474,8,1,2,10
6313.9565422,12,0,2,10
6314.1334024,2,0,2,10
6314.3114497,4,0,2,10
6314.4895975,6,1,2,10
6314.6669955,1,0,2,10
6314.8444387,9,0,2,10
6315.0214495,3,0,2,10
6315.1985798,11,0,2,11
6315.3755412,3,0,2,11
6315.5519549,1,0,2,11
6315.7285575,6,1,2,11
6315.9054309,9,0,2,11
6316.0834448,4,0,2,11
6316.2605212,10,0,2,11
6316.4375361,12,0,2,11
6316.6154387,7,0,2,11
6316.79255,8,1,2,11
6316.9690265,2,0,2,11
6317.1455329,5,0,2,11
6317.322052,11,0,2,12
6317.4985584,2,0,2,12
6317.674978,10,0,2,12
6317.8515933,9,0,2,12
6318.0284206,4,0,2,12
6318.2048153,12,0,2,12
6318.3815851,7,0,2,12
6318.5586187,1,0,2,12
6318.735556,8,1,2,12
6318.9125619,5,0,2,12
6319.0896433,3,0,2,12
6319.2663084,6,1,2,12
6319.4427557,2,0,2,13
6319.6195392,6,1,2,13
6319.7965699,1,0,2,13
6319.973479,5,0,2,13
6320.1500189,4,0,2,13
6320.3274104,7,0,2,13
6320.5054734,8,1,2,13
6320.6824311,9,0,2,13
6320.8595649,11,0,2,13
6321.0374138,12,0,2,13
6321.2147974,3,0,2,13
6321.3913397,10,0,2,13
6321.567855,9,0,2,14
6321.7445868,7,0,2,14
6321.9214127,10,0,2,14
