lsl_timestamp,wall_time,code,is_target,char_idx,rep
1788389997.140625,1788389997.13754,6,0,0,1
1788389997.3203125,1788389997.316924,4,0,0,1
1788389997.5,1788389997.497225,9,0,0,1
1788389997.6796875,1788389997.677344,8,1,0,1
1788389997.859375,1788389997.857544,1,0,0,1
1788389998.0390625,1788389998.037966,5,0,0,1
1788389998.21875,1788389998.218109,3,0,0,1
1788389998.3984375,1788389998.398429,7,0,0,1
1788389998.5820312,1788389998.578515,2,1,0,1
1788389998.7617188,1788389998.758027,11,0,0,1
1788389998.9414062,1788389998.938298,10,0,0,1
1788389999.1210938,1788389999.119398,12,0,0,1
1788389999.3007812,1788389999.299568,3,0,0,2
1788389999.4804688,1788389999.478558,7,0,0,2
1788389999.6601562,1788389999.658709,6,0,0,2
1788389999.8398438,1788389999.837926,10,0,0,2
1788390000.0195312,1788390000.016889,2,1,0,2
1788390000.1992188,1788390000.196499,8,1,0,2
1788390000.3789062,1788390000.375835,12,0,0,2
1788390000.5585938,1788390000.554935,5,0,0,2
1788390000.734375,1788390000.73437,4,0,0,2
1788390000.9140625,1788390000.913572,1,0,0,2
1788390001.0976562,1788390001.093767,11,0,0,2
1788390001.2773438,1788390001.274037,9,0,0,2
1788390001.4570312,1788390001.453903,1,0,0,3
1788390001.6367188,1788390001.634045,8,1,0,3
1788390001.8164062,1788390001.813488,5,0,0,3
1788390001.9960938,1788390001.993819,10,0,0,3
1788390002.1757812,1788390002.173366,2,1,0,3
1788390002.3554688,1788390002.352998,4,0,0,3
1788390002.5351562,1788390002.531674,12,0,0,3
1788390002.7148438,1788390002.711312,7,0,0,3
1788390002.8945312,1788390002.891072,11,0,0,3
1788390003.0742188,1788390003.071309,3,0,0,3
1788390003.2539062,1788390003.251018,6,0,0,3
1788390003.4335938,1788390003.43129,9,0,0,3
1788390003.6132812,1788390003.610979,6,0,0,4
1788390003.7929688,1788390003.790868,2,1,0,4
1788390003.9726562,1788390003.970995,1,0,0,4
1788390004.1523438,1788390004.151599,10,0,0,4
1788390004.3359375,1788390004.332514,12,0,0,4
1788390004.515625,1788390004.511937,11,0,0,4
1788390004.6953125,1788390004.692046,5,0,0,4
1788390004.875,1788390004.872145,9,0,0,4
1788390005.0546875,1788390005.05203,4,0,0,4
1788390005.234375,1788390005.232482,8,1,0,4
1788390005.4140625,1788390005.411913,7,0,0,4
1788390005.59375,1788390005.590606,3,0,0,4
1788390005.7734375,1788390005.771022,8,1,0,5
1788390005.953125,1788390005.951377,7,0,0,5
1788390006.1328125,1788390006.131951,11,0,0,5
1788390006.3125,1788390006.311383,5,0,0,5
1788390006.4921875,1788390006.490922,6,0,0,5
1788390006.671875,1788390006.669674,3,0,0,5
1788390006.8515625,1788390006.849409,2,1,0,5
1788390007.03125,1788390007.02864,1,0,0,5
1788390007.2109375,1788390007.208709,4,0,0,5
1788390007.390625,1788390007.388895,12,0,0,5
1788390007.5703125,1788390007.567687,10,0,0,5
1788390007.75,1788390007.74775,9,0,0,5
