lsl_timestamp,wall_time,code,is_target,char_idx,rep
1788145591.421875,1788145591.420802,8,0,0,1
1788145591.6015625,1788145591.597909,12,0,0,1
1788145591.7773438,1788145591.776835,1,0,0,1
1788145591.9570312,1788145591.95479,9,0,0,1
1788145592.1367188,1788145592.133052,6,0,0,1
1788145592.3125,1788145592.310962,7,1,0,1
1788145592.4921875,1788145592.489821,4,0,0,1
1788145592.671875,1788145592.66833,11,0,0,1
1788145592.8476562,1788145592.846048,5,0,0,1
1788145593.0273438,1788145593.024534,2,0,0,1
1788145593.203125,1788145593.203078,10,0,0,1
1788145593.3828125,1788145593.38119,3,1,0,1
1788145593.5625,1788145593.559185,9,0,0,2
1788145593.7382812,1788145593.738027,12,0,0,2
1788145593.9179688,1788145593.915627,5,0,0,2
1788145594.0976562,1788145594.094184,2,0,0,2
1788145594.2734375,1788145594.2731,3,1,0,2
1788145594.453125,1788145594.451794,4,0,0,2
1788145594.6328125,1788145594.630788,6,0,0,2
1788145594.8125,1788145594.809242,11,0,0,2
1788145594.9882812,1788145594.987457,10,0,0,2
1788145595.1679688,1788145595.166401,7,1,0,2
1788145595.3476562,1788145595.344826,1,0,0,2
1788145595.5234375,1788145595.521479,8,0,0,2
1788145595.703125,1788145595.7007,5,0,0,3
1788145595.8828125,1788145595.87914,8,0,0,3
1788145596.0585938,1788145596.057671,3,1,0,3
1788145596.2382812,1788145596.23698,7,1,0,3
1788145596.4179688,1788145596.416361,2,0,0,3
1788145596.5976562,1788145596.595063,12,0,0,3
1788145596.7734375,1788145596.773261,4,0,0,3
1788145596.953125,1788145596.951324,9,0,0,3
1788145597.1328125,1788145597.129286,10,0,0,3
1788145597.3125,1788145597.3091,11,0,0,3
1788145597.4882812,1788145597.486686,1,0,0,3
1788145597.6679688,1788145597.665986,6,0,0,3
1788145597.8476562,1788145597.844435,7,1,0,4
1788145598.0234375,1788145598.023289,1,0,0,4
1788145598.203125,1788145598.202321,5,0,0,4
1788145598.3828125,1788145598.382182,12,0,0,4
1788145598.5625,1788145598.560703,6,0,0,4
1788145598.7421875,1788145598.740214,2,0,0,4
1788145598.921875,1788145598.918616,3,1,0,4
1788145599.1015625,1788145599.098169,11,0,0,4
1788145599.2773438,1788145599.276978,10,0,0,4
1788145599.4570312,1788145599.456594,8,0,0,4
1788145599.6367188,1788145599.634999,4,0,0,4
1788145599.8164062,1788145599.815036,9,0,0,4
1788145599.9960938,1788145599.994288,10,0,0,5
1788145600.1757812,1788145600.174471,12,0,0,5
1788145600.3554688,1788145600.354506,8,0,0,5
1788145600.5351562,1788145600.534625,4,0,0,5
1788145600.7148438,1788145600.714746,11,0,0,5
1788145600.8945312,1788145600.893663,6,0,0,5
1788145601.0742188,1788145601.073191,1,0,0,5
1788145601.2539062,1788145601.252838,5,0,0,5
1788145601.4335938,1788145601.432232,3,1,0,5
1788145601.6132812,1788145601.611722,2,0,0,5
1788145601.7929688,1788145601.789942,9,0,0,5
1788145601.9726562,1788145601.969079,7,1,0,5
1788145602.1523438,1788145602.149264,6,0,0,6
1788145602.3320312,1788145602.329131,9,0,0,6
1788145602.5117188,1788145602.508104,3,1,0,6
1788145602.6914062,1788145602.687879,2,0,0,6
1788145602.8671875,1788145602.867067,4,0,0,6
1788145603.046875,1788145603.046408,1,0,0,6
1788145603.2265625,1788145603.226075,11,0,0,6
1788145603.40625,1788145603.40621,7,1,0,6
1788145603.5898438,1788145603.586342,8,0,0,6
1788145603.765625,1788145603.764128,10,0,0,6
1788145603.9453125,1788145603.944207,12,0,0,6
1788145604.125,1788145604.124286,5,0,0,6
1788145604.3046875,1788145604.304524,10,0,0,7
1788145604.4882812,1788145604.484806,2,0,0,7
1788145604.6679688,1788145604.664906,8,0,0,7
1788145604.8476562,1788145604.845062,12,0,0,7
1788145605.0273438,1788145605.0249,5,0,0,7
1788145605.2070312,1788145605.20469,4,0,0,7
1788145605.3867188,1788145605.384824,1,0,0,7
1788145605.5664062,1788145605.564864,9,0,0,7
1788145605.7460938,1788145605.744996,6,0,0,7
1788145605.9257812,1788145605.924597,3,1,0,7
1788145606.1054688,1788145606.104414,11,0,0,7
1788145606.2851562,1788145606.284698,7,1,0,7
1788145606.46875,1788145606.464863,2,0,0,8
1788145606.6484375,1788145606.644943,9,0,0,8
1788145606.828125,1788145606.825036,7,1,0,8
1788145607.0078125,1788145607.004692,4,0,0,8
1788145607.1875,1788145607.184148,5,0,0,8
1788145607.3632812,1788145607.362983,12,0,0,8
1788145607.5429688,1788145607.542301,3,1,0,8
1788145607.7226562,1788145607.721287,10,0,0,8
1788145607.9023438,1788145607.900567,11,0,0,8
1788145608.0820312,1788145608.079691,1,0,0,8
1788145608.2617188,1788145608.260111,8,0,0,8
1788145608.4414062,1788145608.439909,6,0,0,8
1788145608.6210938,1788145608.619153,11,0,0,9
1788145608.8007812,1788145608.79881,6,0,0,9
1788145608.9804688,1788145608.978526,12,0,0,9
1788145609.1601562,1788145609.158107,8,0,0,9
1788145609.3398438,1788145609.338018,2,0,0,9
1788145609.5195312,1788145609.517407,7,1,0,9
1788145609.6992188,1788145609.697033,5,0,0,9
1788145609.8789062,1788145609.876342,10,0,0,9
1788145610.0585938,1788145610.056106,1,0,0,9
1788145610.2382812,1788145610.235127,4,0,0,9
1788145610.4179688,1788145610.414801,9,0,0,9
1788145610.5976562,1788145610.595062,3,1,0,9
1788145610.7773438,1788145610.775382,7,1,0,10
1788145610.9570312,1788145610.95516,12,0,0,10
1788145611.1367188,1788145611.134593,3,1,0,10
1788145611.3164062,1788145611.313819,2,0,0,10
1788145611.4960938,1788145611.493808,9,0,0,10
1788145611.6757812,1788145611.673199,11,0,0,10
1788145611.8554688,1788145611.853137,4,0,0,10
1788145612.0351562,1788145612.033332,1,0,0,10
1788145612.2148438,1788145612.212872,5,0,0,10
