lsl_timestamp,wall_time,code,is_target,char_idx,rep
1788482731.7851562,1788482731.782275,12,0,0,1
1788482731.9609375,1788482731.960766,10,0,0,1
1788482732.1445312,1788482732.140737,9,0,0,1
1788482732.3242188,1788482732.320367,6,0,0,1
1788482732.5039062,1788482732.500599,8,0,0,1
1788482732.6835938,1788482732.680677,2,0,0,1
1788482732.8632812,1788482732.861274,4,0,0,1
1788482733.0429688,1788482733.041026,11,0,0,1
1788482733.2226562,1788482733.221365,5,0,0,1
1788482733.4023438,1788482733.401079,3,1,0,1
1788482733.5820312,1788482733.581444,1,0,0,1
1788482733.765625,1788482733.761753,7,1,0,1
1788482733.9453125,1788482733.942586,12,0,0,2
1788482734.125,1788482734.123349,3,1,0,2
1788482734.3046875,1788482734.303741,11,0,0,2
1788482734.484375,1788482734.483263,1,0,0,2
1788482734.6640625,1788482734.663801,4,0,0,2
1788482734.8476562,1788482734.844628,8,0,0,2
1788482735.0273438,1788482735.024635,10,0,0,2
1788482735.2070312,1788482735.204819,6,0,0,2
1788482735.3867188,1788482735.384411,7,1,0,2
1788482735.5664062,1788482735.56491,9,0,0,2
1788482735.7460938,1788482735.745469,5,0,0,2
1788482735.9296875,1788482735.925795,2,0,0,2
1788482736.109375,1788482736.10593,6,0,0,3
1788482736.2890625,1788482736.28666,2,0,0,3
1788482736.46875,1788482736.466723,12,0,0,3
1788482736.6484375,1788482736.645917,3,1,0,3
1788482736.828125,1788482736.825707,4,0,0,3
1788482737.0078125,1788482737.005708,7,1,0,3
1788482737.1875,1788482737.184506,1,0,0,3
1788482737.3671875,1788482737.364685,9,0,0,3
1788482737.546875,1788482737.545014,11,0,0,3
1788482737.7265625,1788482737.7257,5,0,0,3
1788482737.90625,1788482737.905445,8,0,0,3
1788482738.0898438,1788482738.086094,10,0,0,3
1788482738.265625,1788482738.26551,1,0,0,4
1788482738.4492188,1788482738.445395,2,0,0,4
1788482738.625,1788482738.624234,3,1,0,4
1788482738.8046875,1788482738.80442,10,0,0,4
1788482738.9882812,1788482738.984761,7,1,0,4
1788482739.1679688,1788482739.165096,4,0,0,4
1788482739.3476562,1788482739.345802,6,0,0,4
1788482739.5273438,1788482739.525638,12,0,0,4
1788482739.7070312,1788482739.705637,9,0,0,4
1788482739.8867188,1788482739.885741,8,0,0,4
1788482740.0664062,1788482740.06568,11,0,0,4
1788482740.2460938,1788482740.24578,5,0,0,4
1788482740.4257812,1788482740.425719,6,0,0,5
1788482740.609375,1788482740.60568,11,0,0,5
1788482740.7890625,1788482740.786301,4,0,0,5
1788482740.96875,1788482740.965031,9,0,0,5
1788482741.1484375,1788482741.144963,1,0,0,5
1788482741.3242188,1788482741.324069,8,0,0,5
1788482741.5078125,1788482741.50413,2,0,0,5
1788482741.6875,1788482741.684345,3,1,0,5
1788482741.8671875,1788482741.863996,12,0,0,5
1788482742.046875,1788482742.044159,5,0,0,5
1788482742.2265625,1788482742.223459,10,0,0,5
1788482742.40625,1788482742.40358,7,1,0,5
1788482742.5859375,1788482742.584414,6,0,0,6
1788482742.765625,1788482742.764193,3,1,0,6
1788482742.9453125,1788482742.944354,4,0,0,6
1788482743.125,1788482743.12387,8,0,0,6
1788482743.3046875,1788482743.303761,10,0,0,6
1788482743.484375,1788482743.482114,1,0,0,6
1788482743.6640625,1788482743.661623,5,0,0,6
1788482743.84375,1788482743.841956,2,0,0,6
1788482744.0234375,1788482744.02254,12,0,0,6
1788482744.203125,1788482744.202244,7,1,0,6
1788482744.3828125,1788482744.382434,9,0,0,6
1788482744.5625,1788482744.5621,11,0,0,6
1788482744.7460938,1788482744.742212,3,1,0,7
1788482744.9257812,1788482744.922456,10,0,0,7
1788482745.1054688,1788482745.10287,4,0,0,7
1788482745.2851562,1788482745.28335,8,0,0,7
1788482745.4648438,1788482745.462742,1,0,0,7
1788482745.6445312,1788482745.641507,6,0,0,7
1788482745.8242188,1788482745.820987,9,0,0,7
1788482746.0039062,1788482746.000606,11,0,0,7
1788482746.1835938,1788482746.180831,2,0,0,7
1788482746.3632812,1788482746.36093,12,0,0,7
1788482746.5429688,1788482746.540503,5,0,0,7
