lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX
104048.878697416,-911.62109375,-965.8203125,278.3203125,999.0234375,0.0
104048.882603666,588.37890625,825.68359375,86.9140625,351.07421875,0.0
104048.886509916,-905.2734375,-798.828125,-264.6484375,-954.1015625,0.0
104048.890416166,-683.10546875,-973.6328125,-125.48828125,-542.96875,0.0
104048.894322416,880.859375,739.2578125,265.13671875,864.74609375,0.0
104048.898228666,838.37890625,892.08984375,151.3671875,689.94140625,0.0
104048.902134916,-744.62890625,-745.60546875,-238.28125,-764.6484375,0.0
104048.906041166,-979.00390625,-1000.0,-218.26171875,-875.0,0.0
104048.909947416,652.34375,572.75390625,206.0546875,613.76953125,0.0
104048.913853666,-933.10546875,-887.6953125,289.0625,983.3984375,0.0
104048.917759916,-356.93359375,-326.66015625,-136.71875,-368.1640625,0.0
104048.921666166,-1000.0,-1000.0,-308.10546875,-1000.0,0.0
104048.927096,-947.265625,-942.87109375,-117.67578125,-642.578125,0.0
104048.93100225,-998.53515625,-1000.0,-15.13671875,-279.296875,0.0
104048.9349085,-999.0234375,-1000.0,-43.45703125,-386.71875,0.0
104048.93881475,-1000.0,-1000.0,-70.80078125,-567.3828125,0.0
104048.942721,-874.0234375,-1000.0,0.0,-331.54296875,0.0
104048.94662725,-692.3828125,-1000.0,21.97265625,2.9296875,0.0
104048.9505335,-559.08203125,-1000.0,-28.3203125,-80.56640625,0.0
104048.95443975,-685.05859375,-1000.0,-102.05078125,-338.37890625,0.0
104048.958346,-659.66796875,-1000.0,-21.97265625,-270.99609375,0.0
104048.96225225,-451.171875,-1000.0,81.54296875,28.80859375,0.0
104048.9661585,-350.09765625,-1000.0,38.0859375,54.19921875,0.0
104048.97006475,-392.08984375,-1000.0,0.48828125,-209.47265625,0.0
104048.990973583,-478.02734375,-1000.0,23.4375,-265.13671875,0.0
104048.975134125,-310.05859375,-1000.0,26.3671875,7.8125,0.0
104048.979040375,-208.0078125,-1000.0,10.25390625,118.1640625,0.0
104048.982946625,-175.29296875,-1000.0,15.625,-106.4453125,0.0
104048.986852875,-320.3125,-998.046875,18.5546875,-230.46875,0.0
104048.990759125,-203.61328125,-1000.0,9.27734375,-29.296875,0.0
104048.994665375,-146.97265625,-998.046875,-10.7421875,166.9921875,0.0
104048.998571625,-98.14453125,-939.94140625,20.5078125,20.5078125,0.0
