lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
1574567.8316771,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8317135,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8317494,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.831785,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8318202,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8318587,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8318984,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8319347,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8319769,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8320129,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8326576,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8333672,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8334093,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
1574567.8334455,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0,8388607.0
