lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
7136.1890525,-1508925.0,178728.0,1379240.0,762488.0,-575176.0,-636819.0,203795.0,2628712.0,2066621.0,1524317.0,489309.0,1113587.0,276045.0,-1619.0,-2334445.0,1767416.0
7136.1891025,-1508472.0,181368.0,1383720.0,767176.0,-570717.0,-633624.0,206008.0,2630008.0,2067336.0,1526461.0,492803.0,1117507.0,279565.0,915.0,-2332338.0,1769123.0
7136.1891418,-1508984.0,179955.0,1380536.0,763437.0,-574173.0,-635795.0,205416.0,2630445.0,2067827.0,1524605.0,489677.0,1113208.0,275896.0,-1683.0,-2333090.0,1769864.0
7136.1897919,-1511709.0,178771.0,1380627.0,764616.0,-573240.0,-635949.0,202984.0,2626232.0,2064200.0,1523096.0,490115.0,1114717.0,277043.0,-1549.0,-2335698.0,1764909.0
7136.1898339,-1512595.0,176627.0,1377779.0,760179.0,-578739.0,-641501.0,198984.0,2624152.0,2063651.0,1521123.0,486285.0,1110525.0,271565.0,-7091.0,-2339421.0,1762835.0
7136.1907217,-1516829.0,173555.0,1375715.0,759645.0,-577981.0,-640909.0,198307.0,2620925.0,2059565.0,1518344.0,484776.0,1109896.0,272248.0,-6589.0,-2340269.0,1760419.0
7136.1907851,-1518136.0,171997.0,1372701.0,755315.0,-583517.0,-647960.0,189923.0,2614312.0,2058435.0,1516349.0,481837.0,1105848.0,266765.0,-13603.0,-2347336.0,1752808.0
7136.191537,-1530808.0,159555.0,1362243.0,746648.0,-590547.0,-653197.0,186568.0,2610845.0,2046312.0,1503715.0,470941.0,1096723.0,259208.0,-18696.0,-2351880.0,1748936.0
7136.1915815,-1528515.0,162765.0,1363805.0,747181.0,-591075.0,-654291.0,184909.0,2608786.0,2046909.0,1506216.0,472691.0,1097123.0,259181.0,-19853.0,-2352690.0,1747709.0
7136.1916189,-1529661.0,162813.0,1365725.0,750424.0,-586045.0,-649059.0,190376.0,2615746.0,2044968.0,1505987.0,474216.0,1100200.0,263379.0,-14627.0,-2346258.0,1754632.0
