lsl_timestamp,wall_time,code,is_target,char_idx,rep
1785785400.671875,1785785400.665065,8,1,0,1
1785785400.8515625,1785785400.8442,12,0,0,1
1785785401.03125,1785785401.024793,1,0,0,1
1785785401.2109375,1785785401.20568,9,0,0,1
1785785401.390625,1785785401.385636,6,0,0,1
1785785401.5703125,1785785401.5649,7,0,0,1
1785785401.75,1785785401.745296,4,0,0,1
1785785401.9296875,1785785401.925618,11,0,0,1
1785785402.109375,1785785402.105872,5,0,0,1
1785785402.2890625,1785785402.286721,2,1,0,1
1785785402.46875,1785785402.467062,10,0,0,1
1785785402.6484375,1785785402.647736,3,0,0,1
1785785402.8359375,1785785402.82858,9,0,0,2
1785785403.015625,1785785403.008969,12,0,0,2
1785785403.1953125,1785785403.189992,5,0,0,2
1785785403.375,1785785403.370985,2,1,0,2
1785785403.5546875,1785785403.550256,3,0,0,2
1785785403.734375,1785785403.731283,4,0,0,2
1785785403.9140625,1785785403.911244,6,0,0,2
1785785404.09375,1785785404.091618,11,0,0,2
1785785404.2734375,1785785404.272392,10,0,0,2
1785785404.453125,1785785404.453016,7,0,0,2
1785785404.640625,1785785404.633889,1,0,0,2
1785785404.8203125,1785785404.814877,8,1,0,2
1785785405.0,1785785404.995034,5,0,0,3
1785785405.1796875,1785785405.175417,8,1,0,3
1785785405.359375,1785785405.355978,3,0,0,3
1785785405.5390625,1785785405.536567,7,0,0,3
1785785405.71875,1785785405.716747,2,1,0,3
1785785405.8984375,1785785405.89812,12,0,0,3
1785785406.0859375,1785785406.078827,4,0,0,3
1785785406.265625,1785785406.258902,9,0,0,3
1785785406.4453125,1785785406.439728,10,0,0,3
1785785406.625,1785785406.620707,11,0,0,3
1785785406.8046875,1785785406.799379,1,0,0,3
1785785406.984375,1785785406.978785,6,0,0,3
1785785407.1640625,1785785407.158542,7,0,0,4
1785785407.34375,1785785407.339462,1,0,0,4
1785785407.5234375,1785785407.520432,5,0,0,4
1785785407.703125,1785785407.701527,12,0,0,4
1785785407.8828125,1785785407.8825,6,0,0,4
1785785408.0703125,1785785408.063245,2,1,0,4
1785785408.25,1785785408.243696,3,0,0,4
1785785408.4296875,1785785408.424399,11,0,0,4
1785785408.609375,1785785408.605638,10,0,0,4
1785785408.7890625,1785785408.786132,8,1,0,4
1785785408.96875,1785785408.967152,4,0,0,4
1785785409.1484375,1785785409.146041,9,0,0,4
1785785409.328125,1785785409.325569,10,0,0,5
1785785409.5078125,1785785409.505197,12,0,0,5
1785785409.6875,1785785409.686275,8,1,0,5
1785785409.875,1785785409.867264,4,0,0,5
1785785410.0546875,1785785410.047899,11,0,0,5
1785785410.234375,1785785410.227142,6,0,0,5
1785785410.4140625,1785785410.407834,1,0,0,5
1785785410.59375,1785785410.587874,5,0,0,5
1785785410.7734375,1785785410.767251,3,0,0,5
1785785410.953125,1785785410.947486,2,1,0,5
1785785411.1328125,1785785411.126347,9,0,0,5
1785785411.3125,1785785411.306813,7,0,0,5
1785785411.4921875,1785785411.487595,6,0,0,6
1785785411.671875,1785785411.668636,9,0,0,6
1785785411.8515625,1785785411.849268,3,0,0,6
1785785412.03125,1785785412.02952,2,1,0,6
1785785412.2109375,1785785412.208885,4,0,0,6
1785785412.390625,1785785412.389836,1,0,0,6
1785785412.5703125,1785785412.569989,11,0,0,6
1785785412.7578125,1785785412.750522,7,0,0,6
1785785412.9375,1785785412.930937,8,1,0,6
1785785413.1171875,1785785413.111652,10,0,0,6
1785785413.296875,1785785413.292372,12,0,0,6
1785785413.4765625,1785785413.473222,5,0,0,6
1785785413.65625,1785785413.652829,10,0,0,7
1785785413.8359375,1785785413.833178,2,1,0,7
1785785414.015625,1785785414.013918,8,1,0,7
1785785414.1953125,1785785414.192742,12,0,0,7
1785785414.375,1785785414.37222,5,0,0,7
1785785414.5546875,1785785414.553187,4,0,0,7
1785785414.734375,1785785414.733958,1,0,0,7
1785785414.921875,1785785414.915013,9,0,0,7
1785785415.1015625,1785785415.096157,6,0,0,7
1785785415.28125,1785785415.276865,3,0,0,7
1785785415.4609375,1785785415.457478,11,0,0,7
1785785415.640625,1785785415.638309,7,0,0,7
1785785415.8203125,1785785415.819262,2,1,0,8
1785785416.0,1785785415.999771,9,0,0,8
1785785416.1875,1785785416.180289,7,0,0,8
1785785416.3671875,1785785416.3601,4,0,0,8
1785785416.546875,1785785416.540968,5,0,0,8
1785785416.7265625,1785785416.721234,12,0,0,8
1785785416.90625,1785785416.900193,3,0,0,8
1785785417.0859375,1785785417.078982,10,0,0,8
1785785417.265625,1785785417.260076,11,0,0,8
1785785417.4453125,1785785417.440739,1,0,0,8
1785785417.625,1785785417.62147,8,1,0,8
1785785417.8046875,1785785417.802202,6,0,0,8
1785785417.984375,1785785417.983094,11,0,0,9
1785785418.1640625,1785785418.163059,6,0,0,9
1785785418.3515625,1785785418.344186,12,0,0,9
1785785418.53125,1785785418.525026,8,1,0,9
1785785418.7109375,1785785418.704758,2,1,0,9
1785785418.890625,1785785418.886051,7,0,0,9
1785785419.0703125,1785785419.066903,5,0,0,9
1785785419.25,1785785419.247555,10,0,0,9
1785785419.4296875,1785785419.428667,1,0,0,9
1785785419.609375,1785785419.608699,4,0,0,9
1785785419.796875,1785785419.789508,9,0,0,9
1785785419.9765625,1785785419.970361,3,0,0,9
1785785420.15625,1785785420.151479,7,0,0,10
1785785420.3359375,1785785420.332517,12,0,0,10
1785785420.515625,1785785420.513409,3,0,0,10
1785785420.6953125,1785785420.693846,2,1,0,10
1785785420.875,1785785420.874809,9,0,0,10
1785785421.0625,1785785421.055865,11,0,0,10
1785785421.2421875,1785785421.235497,4,0,0,10
1785785421.421875,1785785421.415533,1,0,0,10
1785785421.6015625,1785785421.595584,5,0,0,10
1785785421.78125,1785785421.776243,8,1,0,10
1785785421.9609375,1785785421.957121,6,0,0,10
1785785422.140625,1785785422.137507,10,0,0,10
1785785422.3203125,1785785422.31852,11,0,0,11
1785785422.5,1785785422.499553,12,0,0,11
1785785422.6875,1785785422.680254,2,1,0,11
1785785422.8671875,1785785422.860535,3,0,0,11
1785785423.046875,1785785423.040422,9,0,0,11
1785785423.2265625,1785785423.220555,10,0,0,11
1785785423.40625,1785785423.401606,5,0,0,11
1785785423.5859375,1785785423.581606,4,0,0,11
1785785423.765625,1785785423.762663,6,0,0,11
1785785423.9453125,1785785423.94336,8,1,0,11
1785785424.125,1785785424.124177,1,0,0,11
1785785424.3046875,1785785424.304285,7,0,0,11
1785785424.4921875,1785785424.48512,4,0,0,12
1785785424.671875,1785785424.665807,10,0,0,12
1785785424.8515625,1785785424.845568,3,0,0,12
1785785425.03125,1785785425.025471,7,0,0,12
1785785425.2109375,1785785425.206587,2,1,0,12
1785785425.390625,1785785425.386642,12,0,0,12
1785785425.5703125,1785785425.56693,5,0,0,12
1785785425.75,1785785425.747781,8,1,0,12
1785785425.9296875,1785785425.928538,6,0,0,12
1785785426.109375,1785785426.108792,11,0,0,12
1785785426.2890625,1785785426.288063,9,0,0,12
1785785426.4765625,1785785426.46888,1,0,0,12
1785785426.6484375,1785785426.64839,3,0,0,13
1785785426.8359375,1785785426.828824,10,0,0,13
1785785427.015625,1785785427.0088,8,1,0,13
1785785427.1953125,1785785427.189798,6,0,0,13
1785785427.375,1785785427.37017,4,0,0,13
1785785427.5546875,1785785427.55058,7,0,0,13
1785785427.734375,1785785427.73142,11,0,0,13
